	category	latitude	longitude	name	price	scores
1292	shops	31.236506470721615	121.4566260757571	Bradelis	1132.0	24
1293	shops	31.235721938685078	121.4562310135559	Brooks Brothers(恒隆店)	2000.0	25
1294	shops	31.236902501957573	121.45974314505112	Chocoolate(南京西路店)	0.0	18
1295	shops	31.23709134278742	121.4592877783954	ETRO	0.0	25
1297	shops	31.237693893280955	121.46255155377692	In Point	83.0	18
1299	shops	31.235721938685078	121.4562310135559	Wedgwood(恒隆旗舰店)	5710.0	29
1300	shops	31.235721938685078	121.4562310135559	Celine(恒隆广场店)	0.0	23
1301	shops	31.240748325056327	121.45474137074842	静岸花卉园艺	153.0	23
1303	shops	31.23709134278742	121.4592877783954	JUICY COUTURE(梅龙镇店)	1250.0	25
1304	shops	31.23475348465806	121.46100109559347	雅瓷轩	0.0	28
1305	shops	31.238077370720077	121.46075506930127	ASOBIO(南京西路店)	560.0	22
1306	shops	31.23883337735629	121.4625534617136	巴黎三城(南京西路店)	587.0	21
1308	shops	31.235721938685078	121.4562310135559	Anteprima	0.0	22
1309	shops	31.235721938685078	121.4562310135559	Emporio Armani(恒隆店)	0.0	22
1310	shops	31.235721938685078	121.4562310135559	杰尼亚(恒隆店)	0.0	26
1311	shops	31.235721938685078	121.4562310135559	DKNY(恒隆店)	0.0	22
1312	shops	31.235721938685078	121.4562310135559	JOYCE	0.0	23
1313	shops	31.23703222635488	121.46091263320389	格格屋(吴江路店)	69.0	21
1315	shops	31.237045234826304	121.46091865020384	湟普汇	0.0	22
1316	shops	31.236676069737424	121.45779844604336	Armani Collezioni(中信泰富广场...	0.0	24
1317	shops	31.235721938685078	121.4562310135559	登喜路(恒隆店)	1731.0	25
1320	shops	31.236506470721615	121.4566260757571	D-MOP	0.0	24
1321	shops	31.239026379077636	121.46299780906355	OVS(818广场店)	318.0	21
1322	shops	31.235267410398095	121.45722891697987	景德镇艺术瓷器(南西店)	0.0	24
1323	shops	31.237364909657423	121.4600048845798	豪雅表(南京西路店)	0.0	24
1324	shops	31.236139191415656	121.45774433497469	现代书店	0.0	22
1325	shops	31.23709134278742	121.4592877783954	TASAKI(梅龙镇店)	0.0	25
1328	shops	31.23709134278742	121.4592877783954	DKNY(梅龙镇店)	0.0	21
1331	shops	31.236676069737424	121.45779844604336	纪梵希(中信泰富店)	0.0	33
1332	shops	31.235721938685078	121.4562310135559	新秀丽(恒隆店)	0.0	26
1333	shops	31.238078954455755	121.46346131959477	阿努比斯银饰(四季坊店)	408.0	21
1334	shops	31.236676069737424	121.45779844604336	MaxMara(中信泰富店)	0.0	19
1336	shops	31.23732077794281	121.45951743887079	热风(静安店)	301.0	21
1337	shops	31.235721938685078	121.4562310135559	On Pedder	0.0	27
1338	shops	31.23598467811967	121.45792487342092	Bauhaus(中信店)	0.0	25
1340	shops	31.239026379077636	121.46299780906355	屈臣氏(818店)	51.0	20
1342	shops	31.237322648425234	121.45817749496932	屈臣氏(梅龙镇店)	83.0	21
1344	shops	31.235721938685078	121.4562310135559	Escada(恒隆店)	0.0	25
1345	shops	31.23709134278742	121.4592877783954	DAKS(梅龙镇店)	0.0	22
1346	shops	31.238194172182464	121.46152638740791	ECCO(南京西路店)	0.0	27
1347	shops	31.237052936818383	121.45824872630381	L.L.Bean(梅龙镇店)	0.0	20
1348	shops	31.23709134278742	121.4592877783954	Rosebullet(梅龙镇店)	0.0	23
1349	shops	31.239026379077636	121.46299780906355	FIVE PLUS+(818店)	1234.0	22
1350	shops	31.23850764328889	121.45666501508288	全家便利店(江宁路店)	13.0	24
1352	shops	31.25112312440137	121.4834227672856	正善食品	147.0	25
1356	shops	31.236139191415656	121.45774433497469	Marc Jacobs(中信泰富店)	0.0	22
1357	shops	31.236506470721615	121.4566260757571	STELLA LUNA(金鹰国际店)	0.0	22
1358	shops	31.23709134278742	121.4592877783954	东急手创	0.0	22
1359	shops	31.236230017161997	121.45855168421971	江诗丹顿(南京西路店)	0.0	26
1360	shops	31.236139191415656	121.45774433497469	Louisa M(中信泰富店)	0.0	21
1362	shops	31.23709134278742	121.4592877783954	IORI(梅龙镇伊势丹店)	325.0	23
1363	shops	31.238078954455755	121.46346131959477	YIYAYO蕾丝包包(吴江路店)	200.0	22
1364	shops	31.24243367475891	121.45702471094029	锦红酒汇	163.0	26
1366	shops	31.236159590511026	121.45250961210708	耐克(南阳路)	640.0	23
1367	shops	31.239026379077636	121.46299780906355	江南布衣(818店)	0.0	23
1369	shops	31.242655044002912	121.462309386677	7-11便利店(石门二路店)	18.0	18
1370	shops	31.237611523384818	121.46031077697675	AGATHA(南京西路店)	0.0	22
1372	shops	31.236139191415656	121.45774433497469	REPLAY(中信泰富店)	0.0	20
1373	shops	31.236139191415656	121.45774433497469	TEST TUBE(中信泰富店)	0.0	22
1374	shops	31.238078954455755	121.46346131959477	Mu(吴江路店)	0.0	25
1375	shops	31.236139191415656	121.45774433497469	EMILIO  PUCCI(中信泰富店)	0.0	28
1377	shops	31.236506470721615	121.4566260757571	Nine West(金鹰店)	0.0	24
1380	shops	31.234713428466645	121.46097000535104	全家便利店(威海店)	11.0	24
1381	shops	31.241976759869093	121.45956116805091	全家便利店(新闸路一店)	0.0	21
1383	shops	31.23709134278742	121.4592877783954	华歌尔(伊势丹店)	434.0	22
1385	shops	31.239026379077636	121.46299780906355	Tapenade(818广场店)	441.0	20
1386	shops	31.236139191415656	121.45774433497469	全家便利店(南京西路三店)	0.0	20
1387	shops	31.235721938685078	121.4562310135559	MONCLER	0.0	20
1388	shops	31.238078954455755	121.46346131959477	万宁(吴江路店)	47.0	18
1390	shops	31.23709134278742	121.4592877783954	铁狮东尼	0.0	21
1392	shops	31.238315017434847	121.46312526250483	吴江路步行街	40.0	19
1393	shops	31.242078802439313	121.46251305911795	开开百货(石门二路店)	203.0	18
1394	shops	31.2379615599338	121.46287351842328	7-11便利店(四季坊店)	12.0	19
1395	shops	31.239026379077636	121.46299780906355	欧时力(818店)	0.0	19
1396	shops	31.23709134278742	121.4592877783954	i.t(梅龙镇店)	0.0	21
1401	shops	31.237472132230668	121.46260774497021	屈臣氏(四季坊店)	60.0	15
1402	shops	31.243109056400286	121.45373536996625	乐购express(江宁路店)	52.0	16
1403	shops	31.23541640375207	121.4572559823253	名表城	0.0	20
1404	shops	31.23709134278742	121.4592877783954	Guess(梅龙镇店)	0.0	16
1407	shops	31.23709134278742	121.4592877783954	POLO(梅龙镇店)	0.0	19
1409	shops	31.23709134278742	121.4592877783954	松下(梅龙镇店)	0.0	18
1410	shops	31.239026379077636	121.46299780906355	TOUGH(818广场店)	729.0	19
1411	shops	31.23609062456595	121.45835512029812	Jack&Jones(南京西路店)	0.0	18
1412	shops	31.236858292508217	121.4596458597735	堡狮龙(南西店)	259.0	16
1413	shops	31.235721938685078	121.4562310135559	b+ab(恒隆店)	0.0	17
1414	shops	31.237322648425234	121.45817749496932	倍美丛(梅龙镇店)	0.0	17
1415	shops	31.236132723926726	121.45840626640302	ONLY(南京西路店)	0.0	18
1416	shops	31.23598467811967	121.45792487342092	Miss Sixty(中信泰富店)	0.0	19
1417	shops	31.236139191415656	121.45774433497469	Jessica(中信泰富店)	0.0	19
1419	shops	31.23709134278742	121.4592877783954	ICB(梅龙镇店)	0.0	13
1420	shops	31.23861998837078	121.46194361803535	贝拉维拉(南京西路店)	0.0	15
1421	shops	31.235766586434128	121.45784164997431	美式眼镜(南京西路店)	0.0	16
1422	shops	31.237052936818383	121.45824872630381	名店运动城(梅龙镇店)	0.0	17
1423	shops	31.234764247519983	121.45572666182592	宝姿(锦沧文华店)	0.0	17
1424	shops	31.238273786367092	121.4617951963722	摩士达商厦	0.0	15
1426	shops	31.237052936818383	121.45824872630381	Columbia(梅龙镇店)	0.0	15
1427	shops	31.23709134278742	121.4592877783954	Calvin Klein Jeans(梅龙镇店)	0.0	18
1428	shops	31.242477392115507	121.45421776110094	全家便利店(武定店)	8.0	14
1429	shops	31.236676069737424	121.45779844604336	Fornarina(中信泰富店)	0.0	15
1430	shops	31.236139191415656	121.45774433497469	广良兴(中信泰富店)	0.0	16
1431	shops	31.236676069737424	121.45779844604336	Calvin Klein Jeans(中信泰富店)	0.0	17
1432	shops	31.236932726741596	121.46068495703727	向阳993商场	0.0	18
1434	shops	31.23709134278742	121.4592877783954	CK(梅龙镇店)	0.0	14
1435	shops	31.238570040629575	121.46112815068678	强生票务中心(南西店)	0.0	11
1436	shops	31.23796569323661	121.46086841984891	三叶草(南西店)	0.0	17
1437	shops	31.236938603679253	121.45936903199235	CACHE CACHE(伊势丹店)	0.0	10
1438	shops	31.23709134278742	121.4592877783954	KENT&CURWEN(梅龙镇店)	0.0	13
1439	shops	31.236506470721615	121.4566260757571	Maxmile(金鹰店)	33.0	15
1440	shops	31.236932726741596	121.46068495703727	YY-SPORTS(南西店)	0.0	14
1441	shops	31.239026379077636	121.46299780906355	星尚(818广场店)	0.0	11
1442	shops	31.238365024486498	121.46191053928062	过路人(南西店)	0.0	13
1444	shops	31.23861998837078	121.46194361803535	雷西大药房(南京西路店)	0.0	10
1445	shops	31.23709134278742	121.4592877783954	佐丹奴(梅龙镇店)	0.0	9
1446	shops	31.240346626854347	121.45341973826642	叁生堂(新闸路店)	152.0	9
1448	shops	31.238162148049387	121.46151034153509	名线(南京西路店)	537.0	2
1449	shops	31.238802021500558	121.46240200088187	美式眼镜(时代店)	0.0	6
1450	shops	31.241245978164308	121.45951308829733	新润壹品(泰兴路店)	0.0	5
1451	shops	31.23709134278742	121.4592877783954	MURUA	0.0	-
1452	shops	31.235721938685078	121.4562310135559	Christian Louboutin	0.0	-
1453	shops	31.236676069737424	121.45779844604336	DE VERLI(中信泰富广场店)	0.0	-
1454	shops	31.235721938685078	121.4562310135559	Patrizia Pepe	0.0	-
1455	shops	31.235721938685078	121.4562310135559	John Lobb	0.0	-
1456	shops	31.23475348465806	121.46100109559347	大松珠宝	0.0	-
1457	shops	31.23709134278742	121.4592877783954	Diamond Dazzle	0.0	-
1458	shops	31.23709134278742	121.4592877783954	AGETE	0.0	-
1459	shops	31.235721938685078	121.4562310135559	L&C皮革工房(恒隆店)	547.0	-
1460	shops	31.236676069737424	121.45779844604336	David Mayer Naman	0.0	-
1461	shops	31.237220486644024	121.4597982816765	徕卡专卖	0.0	-
1462	shops	31.236676069737424	121.45779844604336	PAL ZILERI	0.0	-
1463	shops	31.2358910871625	121.4572128167979	7 for all mankind	0.0	-
1464	shops	31.23709134278742	121.4592877783954	Gelato Pique	0.0	-
1465	shops	31.236938603679253	121.45936903199235	Ralph Lauren	0.0	-
1466	shops	31.236804057222397	121.45953553699634	浪琴(南京西路店)	0.0	-
1467	shops	31.236902501957573	121.45974314505112	IZZUE(南京西路店)	0.0	-
1469	shops	31.235721938685078	121.4562310135559	GIUSEPPE ZANOTTI DESIGN	0.0	-
1470	shops	31.236938603679253	121.45936903199235	EMU Australia	0.0	-
1471	shops	31.23709134278742	121.4592877783954	Abahouse Devinette(南京西路店)	0.0	-
1472	shops	31.236139191415656	121.45774433497469	Theory(中信泰富店)	0.0	-
1473	shops	31.23709134278742	121.4592877783954	CHAUMET(恒隆广场店)	0.0	-
1474	shops	31.23709134278742	121.4592877783954	ROPE PICNIC	0.0	-
1475	shops	31.236605886863888	121.4541350373925	隆义手工皮鞋屋(南阳路店)	0.0	-
1476	shops	31.235721938685078	121.4562310135559	Diane Von Furstenberg	0.0	-
1477	shops	31.236676069737424	121.45779844604336	Salad(中信泰富店)	0.0	-
1478	shops	31.234847212824747	121.45345230197478	泰泓珠宝	0.0	-
1479	shops	31.2379615599338	121.46287351842328	Holland & Barrett(四季坊店)	0.0	-
1480	shops	31.23709134278742	121.4592877783954	D.NADA	0.0	-
1481	shops	31.237322648425234	121.45817749496932	新行家燕窝(梅陇镇广场店)	0.0	-
1482	shops	31.237322648425234	121.45817749496932	laguna moon	0.0	-
1483	shops	31.23475348465806	121.46100109559347	黑胶唱片店	0.0	-
1484	shops	31.237322648425234	121.45817749496932	PENNYBLACK(南京西路店)	0.0	-
1485	shops	31.238327722179914	121.45622075988005	兴顺福中老年舒适鞋专卖店(银发...	0.0	-
1486	shops	31.237684043144114	121.45927569165619	米澜坊(南汇路店)	0.0	-
1488	shops	31.235721938685078	121.4562310135559	O'blu(恒隆店)	0.0	-
1489	shops	31.235721938685078	121.4562310135559	Dolce&Gabbana(恒隆店)	0.0	-
1490	shops	31.236737900864814	121.45860178752562	ON&ON	0.0	-
1491	shops	31.235116527095407	121.45411511043744	PAUL&SHARK(上海商城店)	0.0	-
1492	shops	31.235721938685078	121.4562310135559	LLADRO(恒隆店)	0.0	-
1493	shops	31.236737900864814	121.45860178752562	CALLISTO(梅龙镇店)	6155.0	-
1494	shops	31.23709134278742	121.4592877783954	Jade en Plus(南京西路店)	0.0	-
1495	shops	31.235721938685078	121.4562310135559	Harry Winston(恒隆广场店)	0.0	-
1496	shops	31.236139191415656	121.45774433497469	FURLA(中信泰富店)	0.0	-
1497	shops	31.235720515221374	121.45780153727893	观奇洋服(南京西路店)	0.0	-
1498	shops	31.24212608737002	121.45972865263373	雪茄客(新闸路店)	0.0	-
1499	shops	31.235721938685078	121.4562310135559	Jean Paul Gaultier(恒隆店)	0.0	-
1500	shops	31.24541942406215	121.50249357921717	波尔手表	0.0	-
1503	shops	31.23590106883998	121.45720679856302	Cole Haan(中信泰富店)	0.0	-
1504	shops	31.23475348465806	121.46100109559347	NO.76	0.0	-
1505	shops	31.236506470721615	121.4566260757571	MISS  SOFI(金鹰国际购物中心店)	0.0	-
1507	shops	31.238205793350247	121.46301392915223	开欣商厦	0.0	-
1508	shops	31.23598467811967	121.45792487342092	Max Mara(中信泰富店)	0.0	-
1509	shops	31.23709134278742	121.4592877783954	DANIEL CREMIEUX	0.0	-
1510	shops	31.23709134278742	121.4592877783954	BCBG(梅龙镇店)	0.0	-
1511	shops	31.236938603679253	121.45936903199235	Glasstique(梅龙镇广场店)	0.0	-
1512	shops	31.235721938685078	121.4562310135559	Hublot	0.0	-
1513	shops	31.23709134278742	121.4592877783954	Compagna	0.0	-
1514	shops	31.236237665666607	121.45883150567151	Puyi Optical(恒隆广场店)	0.0	-
1515	shops	31.2358910871625	121.4572128167979	Zuma(中信泰富店)	0.0	-
1516	shops	31.235721938685078	121.4562310135559	Jaeger-Le Coultre(恒隆店)	0.0	-
1517	shops	31.236898907430938	121.45949039497023	豪雅表(南京西路二店)	0.0	-
1518	shops	31.237322648425234	121.45817749496932	NPC	0.0	-
1519	shops	31.235721938685078	121.4562310135559	华伦天奴(恒隆广场店)	0.0	-
1520	shops	31.236676069737424	121.45779844604336	Marc By Marc Jacobs(中信泰富店...	0.0	-
1521	shops	31.237025218375774	121.45964684835137	巴黎站	0.0	-
1522	shops	31.23709134278742	121.4592877783954	Timberland(梅龙镇店)	0.0	-
1523	shops	31.23709134278742	121.4592877783954	Fred Perry(梅陇镇店)	0.0	-
1524	shops	31.23709134278742	121.4592877783954	欧柏兰奴	0.0	-
1525	shops	31.23640847026459	121.45878134340522	耐克(南京路一店)	0.0	-
1526	shops	31.236938603679253	121.45936903199235	杰尼亚(梅龙镇店)	0.0	-
1527	shops	31.23709134278742	121.4592877783954	万宝龙(南京西路店)	0.0	-
1528	shops	31.236139191415656	121.45774433497469	Victorinox瑞士军刀(中信泰富店)	0.0	-
1529	shops	31.236237665666607	121.45883150567151	都彭(恒隆店)	0.0	-
1530	shops	31.23709134278742	121.4592877783954	KIPLING(伊势丹店)	0.0	-
1531	shops	31.23709134278742	121.4592877783954	ACHETTE(梅龙镇店)	0.0	-
1532	shops	31.236506470721615	121.4566260757571	Braun Buffel(金鹰国际店)	0.0	-
1533	shops	31.236506470721615	121.4566260757571	JORYA WEEKEND(金鹰店)	0.0	-
1534	shops	31.239026379077636	121.46299780906355	卡西欧(818店)	0.0	-
1535	shops	31.236938603679253	121.45936903199235	23区HOMME	0.0	-
1536	shops	31.237322648425234	121.45817749496932	Mandarina Duck(梅龙镇店)	0.0	-
1538	shops	31.235721938685078	121.4562310135559	ZUCCa	0.0	-
1539	shops	31.23598467811967	121.45792487342092	FRANCK MULLER(中信泰富店)	0.0	-
1540	shops	31.235577057868472	121.45757388860133	LACOSTE(南京西路店)	0.0	-
1541	shops	31.23584592695595	121.45800511913906	佳达珠宝	0.0	-
1543	shops	31.236506470721615	121.4566260757571	MACANNA	0.0	-
1544	shops	31.236506470721615	121.4566260757571	Chloe Chen(金鹰店)	0.0	-
1545	shops	31.237322648425234	121.45817749496932	ISETAN(梅龙镇广场店)	0.0	-
1546	shops	31.23811113599189	121.45982227646213	VerItalia	0.0	-
1547	shops	31.236938603679253	121.45936903199235	TISSOT(梅龙镇店)	0.0	-
1548	shops	31.2378766954916	121.46126863458974	ATTOS(南京西路店)	0.0	-
1550	shops	31.235721938685078	121.4562310135559	Fratelli Rossetti	0.0	-
1551	shops	31.23598467811967	121.45792487342092	Roberto Cavalli Class	0.0	-
1552	shops	31.23475348465806	121.46100109559347	抓米的花作坊	0.0	-
1553	shops	31.236737900864814	121.45860178752562	Lifepower(梅龙镇广场店)	0.0	-
1554	shops	31.23709134278742	121.4592877783954	沙驰(梅龙镇店)	0.0	-
1555	shops	31.23709134278742	121.4592877783954	TOMBOY(梅龙店)	0.0	-
1556	shops	31.23709134278742	121.4592877783954	THE NORTH FACE(梅龙镇店)	0.0	-
1558	shops	31.235721938685078	121.4562310135559	景福珠宝	0.0	-
1559	shops	31.23709134278742	121.4592877783954	Gianfranco Ferre(梅龙镇店)	0.0	-
1560	shops	31.23709134278742	121.4592877783954	CRISTINA GAVIOLI	0.0	-
1561	shops	31.235721938685078	121.4562310135559	as know as(恒隆店)	0.0	-
1564	shops	31.236758989969026	121.45375497157451	蓝棠(西康路店)	0.0	-
1565	shops	31.235721938685078	121.4562310135559	香奈儿腕表珠宝店	0.0	-
1566	shops	31.236489215759892	121.45868806226296	ROLEX(南西店)	0.0	-
1567	shops	31.238162053615504	121.46147122303238	真挚服(南京西路店)	0.0	-
1568	shops	31.235721938685078	121.4562310135559	拉格斐	0.0	-
1569	shops	31.236237665666607	121.45883150567151	BCBG(恒隆店)	0.0	-
1570	shops	31.23709134278742	121.4592877783954	DAZZLE(梅龙镇店)	0.0	-
1571	shops	31.237045234826304	121.46091865020384	FRIIS & COMPANY(吴江路店)	0.0	-
1572	shops	31.23709134278742	121.4592877783954	pink mary(梅龙镇伊势丹店)	0.0	-
1573	shops	31.236506470721615	121.4566260757571	SEE BY CHLOE(金鹰店)	0.0	-
1574	shops	31.236506470721615	121.4566260757571	PRICH(金鹰店)	0.0	-
1575	shops	31.2347608596725	121.46115856995962	藏晶堂天然水晶	0.0	-
1576	shops	31.23709134278742	121.4592877783954	PH7(梅龙镇伊势丹店)	0.0	-
1577	shops	31.236676069737424	121.45779844604336	Trussardi(中信泰富店)	0.0	-
1578	shops	31.235721938685078	121.4562310135559	Dsquared2(恒隆广场店)	0.0	-
1579	shops	31.235721938685078	121.4562310135559	SEE BY CHLOE(恒隆广场店)	0.0	-
1580	shops	31.236506470721615	121.4566260757571	BLUES HEROES	0.0	-
1581	shops	31.236506470721615	121.4566260757571	西村名物(金鹰店)	0.0	-
1582	shops	31.236643123797492	121.45425135741108	本舟手工制鞋	0.0	-
1583	shops	31.23870690330758	121.46026053250158	鹏元古装戏服出租	0.0	-
1584	shops	31.236506470721615	121.4566260757571	Victorinox瑞士军刀(金鹰国际店)	0.0	-
1585	shops	31.236404556312955	121.45881744995381	BLANCPAIN	0.0	-
1586	shops	31.236506470721615	121.4566260757571	外交官(金鹰店)	0.0	-
1587	shops	31.234693673637235	121.45363281242689	逸居生活(上海商城店)	0.0	-
1588	shops	31.23475348465806	121.46100109559347	老虎脚掌鞋店	0.0	-
1589	shops	31.23709134278742	121.4592877783954	MILLIES(伊势丹店)	0.0	-
1590	shops	31.236737900864814	121.45860178752562	梦思芭克	13684.0	-
1591	shops	31.234589537791813	121.46140733666464	DF服饰	0.0	-
1593	shops	31.236139191415656	121.45774433497469	HI panda(南京西路店)	0.0	-
1594	shops	31.23709134278742	121.4592877783954	希思黎(梅龙镇店)	0.0	-
1595	shops	31.23709134278742	121.4592877783954	衣索(梅陇镇店)	0.0	-
1597	shops	31.237395651944745	121.45419313068808	中老年服饰	0.0	-
1598	shops	31.23475348465806	121.46100109559347	静安小筑	0.0	-
1599	shops	31.236506470721615	121.4566260757571	Le Lutin	0.0	-
1600	shops	31.236676069737424	121.45779844604336	Seven Days(中信泰富店)	0.0	-
1601	shops	31.235721938685078	121.4562310135559	Bottega Veneta(恒隆店)	0.0	-
1602	shops	31.23598467811967	121.45792487342092	例外(中信泰富店)	0.0	-
1603	shops	31.236139191415656	121.45774433497469	李黎明(南京西路店)	0.0	-
1604	shops	31.23640847026459	121.45878134340522	耐克(南京西路四店)	0.0	-
1605	shops	31.23582377745153	121.45793591943605	耐克(南京西路五店)	0.0	-
1606	shops	31.236506470721615	121.4566260757571	耐克(金鹰店)	0.0	-
1607	shops	31.235116527095407	121.45411511043744	绣花张古董店	0.0	-
1608	shops	31.235721938685078	121.4562310135559	写意空间家居	0.0	-
1609	shops	31.236132723926726	121.45840626640302	Swatch(南西二店)	0.0	-
1610	shops	31.237220486644024	121.4597982816765	亨达利钟表行(南西店)	0.0	-
1611	shops	31.23709134278742	121.4592877783954	都彭(梅龙镇店)	0.0	-
1612	shops	31.235721938685078	121.4562310135559	艾宝家具(南京西路店)	0.0	-
1613	shops	31.23709134278742	121.4592877783954	RIZ	0.0	-
1614	shops	31.23598467811967	121.45792487342092	odbo(中信泰富店)	0.0	-
1615	shops	31.23709134278742	121.4592877783954	KOOKAI(梅龙镇店)	0.0	-
1616	shops	31.235721938685078	121.4562310135559	Just Cavalli(恒隆广场店)	0.0	-
1617	shops	31.23709134278742	121.4592877783954	JEEP(梅龙镇店)	0.0	-
1618	shops	31.23709134278742	121.4592877783954	HIELD	0.0	-
1619	shops	31.236139191415656	121.45774433497469	姬龙雪(中信泰富店)	0.0	-
1620	shops	31.236139191415656	121.45774433497469	GUY LAROCHE(中信泰富店)	0.0	-
